"Model","Duration","Dose","Dataset","Platform","Detail","Gene","Value","Value.adj","High Quality"
"T Cd4","","","GSE16993","MicroArray","GPL2507","HBB","-5.505","-20.039","False"
"Basophils","24h","10ng/mL","GSE74375","MicroArray","GPL17077","IL13","8.132","18.425","True"
"Kit225","","","GSE40618","MicroArray","HG-U133_Plus_2","SLC26A4","4.831","16.552","True"
"Basophils","24h","10ng/mL","GSE74375","MicroArray","GPL17077","IL5","7.265","16.461","True"
"Pbmc-Derived T Lymphocyte","","","GSE13909","MicroArray","HG-U133_Plus_2","CD69","4.686","16.397","True"
"Spleen-Derived T Lymphocyte","","","GSE13909","MicroArray","HG-U133_Plus_2","EGR1","5.093","15.931","True"
"Facs Purified Tregs","24h","100U/mL","GSE49817","MicroArray","HuGene-1_0-st-v1","CISH","3.163","15.563","True"
"Spleen-Derived T Lymphocyte","","","GSE13909","MicroArray","HG-U133_Plus_2","SERPINB2","4.772","14.925","True"
"Pbmc-Derived T Lymphocyte","","","GSE13909","MicroArray","HG-U133_Plus_2","SOCS2","4.223","14.777","True"
"Facs Purified Tregs","24h","100U/mL","GSE49817","MicroArray","HuGene-1_0-st-v1","PMCH","2.929","14.408","True"
"Peripheral Blood T Lymphocyte","","","GSE13909","MicroArray","HG-U133_Plus_2","SOCS2","4.265","14.194","True"
"T Cd4","","","GSE16993","MicroArray","GPL2507","HBD","-3.898","-14.188","False"
"Pbmc-Derived T Lymphocyte","","","GSE13909","MicroArray","HG-U133_Plus_2","OSM","4.038","14.131","True"
"Pbmc-Derived T Lymphocyte","","","GSE13909","MicroArray","HG-U133_Plus_2","PTGS2","4.029","14.097","True"
"Pbmc-Derived T Lymphocyte","","","GSE13909","MicroArray","HG-U133_Plus_2","CCL4","3.992","13.969","True"
"Kit225","","","GSE40618","MicroArray","HG-U133_Plus_2","CISH","3.995","13.688","True"
"Kit225","","","GSE40618","MicroArray","HG-U133_Plus_2","DUSP6","3.994","13.684","True"
"Facs Purified Tregs","24h","100U/mL","GSE49817","MicroArray","HuGene-1_0-st-v1","CEACAM1","2.780","13.679","True"
"Pbmc-Derived T Lymphocyte","","","GSE13909","MicroArray","HG-U133_Plus_2","EGR1","3.907","13.671","True"
"Peripheral Blood T Lymphocyte","","","GSE13909","MicroArray","HG-U133_Plus_2","DUSP6","3.956","13.167","True"
"T Cd8","","","GSE64713","RNASeq","","OSM","6.070","13.128","False"
"Normal Control Pbmcs","","","GSE7345","MicroArray","HG-U133_Plus_2","DUSP6","5.432","13.121","False"
"Sez4","4h","200U","GSE8687","MicroArray","HG-U133_Plus_2","MAFF","4.195","13.117","True"
"Sez4","","","GSE8685","MicroArray","HG-U133_Plus_2","EGR1","4.414","13.065","True"
"Peripheral Blood T Lymphocyte","","","GSE13909","MicroArray","HG-U133_Plus_2","EGR1","3.818","12.706","True"
"Spleen-Derived T Lymphocyte","","","GSE13909","MicroArray","HG-U133_Plus_2","EPAS1","4.059","12.696","True"
"Purified Naive B Cells From Blood","4d-6h","","GSE36975","MicroArray","GPL10558","CCND2","1.997","12.676","False"
"Pbmc-Derived T Lymphocyte","","","GSE13909","MicroArray","HG-U133_Plus_2","EGR3","3.599","12.594","True"
"Sez4","4h","200U","GSE8687","MicroArray","HG-U133_Plus_2","EGR1","4.011","12.544","True"
"Sez4","","","GSE8685","MicroArray","HG-U133_Plus_2","IL5","4.195","12.417","True"
"Peripheral Blood T Lymphocyte","","","GSE13909","MicroArray","HG-U133_Plus_2","CISH","3.711","12.352","True"
"Sez4","","","GSE8685","MicroArray","HG-U133_Plus_2","IL10","4.163","12.323","True"
"Basophils","24h","10ng/mL","GSE74375","MicroArray","GPL17077","CCL17","5.438","12.321","True"
"T Cd8","","","GSE64713","RNASeq","","LIF","5.600","12.112","False"
"T Cd4","","","GSE16993","MicroArray","GPL2507","JCHAIN","-3.283","-11.952","False"
"Sez4","4h","200U","GSE8687","MicroArray","HG-U133_Plus_2","IL2RA","3.805","11.899","True"
"Facs Purified Tregs","24h","100U/mL","GSE49817","MicroArray","HuGene-1_0-st-v1","IL1R1","2.416","11.884","True"
"Kit225","","","GSE40618","MicroArray","HG-U133_Plus_2","LRRC18","3.465","11.871","True"
"Purified Naive B Cells From Blood","4d-6h","","GSE36975","MicroArray","GPL10558","GZMH","1.869","11.863","False"
"Kit225","","","GSE40618","MicroArray","HG-U133_Plus_2","CCR6","3.420","11.718","True"
"Cd45Ra+","96h","","GSE46903","MicroArray","GPL6947","BHLHE40","2.391","11.692","True"
"Sez4","4h","200U","GSE8687","MicroArray","HG-U133_Plus_2","CISH","3.727","11.655","True"
"Spleen-Derived T Lymphocyte","","","GSE13909","MicroArray","HG-U133_Plus_2","CD69","3.709","11.602","True"
"B","","","GSE102460","RNASeq","","GZMH","4.460","11.451","False"
"Basophils","24h","10ng/mL","GSE74375","MicroArray","GPL17077","IL3","5.050","11.442","True"
"Peripheral Blood T Lymphocyte","","","GSE13909","MicroArray","HG-U133_Plus_2","LIF","3.434","11.429","True"
"Basophils","24h","10ng/mL","GSE74375","MicroArray","GPL17077","CSF2","5.039","11.418","True"
"Pbmc-Derived T Lymphocyte","","","GSE13909","MicroArray","HG-U133_Plus_2","DUSP6","3.256","11.393","True"
"Pbmc-Derived T Lymphocyte","","","GSE13909","MicroArray","HG-U133_Plus_2","TMEM107","3.254","11.385","True"
"Kit225","","","GSE40618","MicroArray","HG-U133_Plus_2","LINC00261","3.292","11.279","True"
"Facs Purified Tregs","24h","100U/mL","GSE49817","MicroArray","HuGene-1_0-st-v1","SOCS2","2.279","11.211","True"
"Peripheral Blood T Lymphocyte","","","GSE13909","MicroArray","HG-U133_Plus_2","IL22","3.362","11.190","True"
"Peripheral Blood T Lymphocyte","","","GSE13909","MicroArray","HG-U133_Plus_2","OSM","3.359","11.179","True"
"Pbmc-Derived T Lymphocyte","","","GSE13909","MicroArray","HG-U133_Plus_2","LIF","3.191","11.166","True"
"Peripheral Blood T Lymphocyte","","","GSE13909","MicroArray","HG-U133_Plus_2","PTGER2","3.327","11.074","True"
"Cd45Ra+","96h","","GSE46903","MicroArray","GPL6947","SCD","2.248","10.993","True"
"Spleen-Derived T Lymphocyte","","","GSE13909","MicroArray","HG-U133_Plus_2","SLC26A4","3.507","10.969","True"
"Normal Control Pbmcs","","","GSE7345","MicroArray","HG-U133_Plus_2","FOS","4.538","10.962","False"
