"Model","Duration","Dose","Dataset","Platform","Detail","Gene","Value","Value.adj","High Quality"
"Huvec","4h","50ng/mL","GSE37624","MicroArray","GPL6102","SELE","7.387","21.995","False"
"Huvec","4h","50ng/mL","GSE37624","MicroArray","GPL6102","CCL20","6.594","19.633","False"
"Huvec","4h","50ng/mL","GSE37624","MicroArray","GPL6102","CSF2","5.891","17.540","False"
"Huvec","4h","50ng/mL","GSE37624","MicroArray","GPL6102","CXCL2","5.770","17.180","False"
"Huvec","4h","50ng/mL","GSE37624","MicroArray","GPL6102","CX3CL1","5.575","16.598","False"
"Huvec","4h","50ng/mL","GSE37624","MicroArray","GPL6102","CXCL1","5.509","16.404","False"
"Huvec","4h","50ng/mL","GSE37624","MicroArray","GPL6102","IL6","5.264","15.674","False"
"Huvec","4h","50ng/mL","GSE37624","MicroArray","GPL6102","ICAM1","5.021","14.950","False"
"Huvec","4h","50ng/mL","GSE37624","MicroArray","GPL6102","CXCL6","4.879","14.527","False"
"Huvec","4h","50ng/mL","GSE37624","MicroArray","GPL6102","TNFAIP2","4.813","14.332","False"
"Huvec","4h","50ng/mL","GSE37624","MicroArray","GPL6102","CXCL8","4.780","14.233","False"
"Ilc2","6h","","GSE45458","MicroArray","GPL13497","MFSD2A","5.222","13.672","False"
"Ilc2S","7d","","GSE72433","MicroArray","GPL14951","IL5","4.174","13.668","False"
"Ilc2","6h","","GSE45458","MicroArray","GPL13497","AQP9","5.076","13.291","False"
"Ilc2S","7d","","GSE72433","MicroArray","GPL14951","GZMA","4.031","13.199","False"
"Huvec","4h","50ng/mL","GSE37624","MicroArray","GPL6102","SERPINA3","4.323","12.873","False"
"Huvec","4h","50ng/mL","GSE37624","MicroArray","GPL6102","UBD","4.188","12.471","False"
"Huvec","4h","50ng/mL","GSE37624","MicroArray","GPL6102","CCL2","4.123","12.277","False"
"Ilc2","6h","","GSE45458","MicroArray","GPL13497","EBI3","4.463","11.684","False"
"Ilc2S","7d","","GSE72433","MicroArray","GPL14951","PTGS2","3.551","11.627","False"
"Ilc2S","7d","","GSE72433","MicroArray","GPL14951","MYB","3.551","11.626","False"
"Ilc2","6h","","GSE45458","MicroArray","GPL13497","PTGIR","4.436","11.615","False"
"Huvec","4h","50ng/mL","GSE37624","MicroArray","GPL6102","TNFAIP3","3.858","11.488","False"
"Ilc2","24h","","GSE45458","MicroArray","GPL13497","AQP9","3.610","11.285","False"
"Huvec","4h","50ng/mL","GSE37624","MicroArray","GPL6102","C2CD4B","3.782","11.261","False"
"Ilc2S","7d","","GSE72433","MicroArray","GPL14951","GZMB","3.428","11.224","False"
"Huvec","4h","50ng/mL","GSE37624","MicroArray","GPL6102","CEBPD","3.751","11.168","False"
"Huvec","4h","50ng/mL","GSE37624","MicroArray","GPL6102","PTGS2","3.680","10.959","False"
"Huvec","4h","50ng/mL","GSE37624","MicroArray","GPL6102","SOD2","3.583","10.668","False"
"Huvec","4h","50ng/mL","GSE37624","MicroArray","GPL6102","GJA4","-3.524","-10.493","False"
"Huvec","4h","50ng/mL","GSE37624","MicroArray","GPL6102","TNFAIP6","3.449","10.269","False"
"Huvec","4h","50ng/mL","GSE37624","MicroArray","GPL6102","VCAM1","3.425","10.197","False"
"Huvec","4h","50ng/mL","GSE37624","MicroArray","GPL6102","RND1","3.339","9.943","False"
"Huvec","4h","50ng/mL","GSE37624","MicroArray","GPL6102","BIRC3","3.298","9.821","False"
"Ilc2","24h","","GSE45458","MicroArray","GPL13497","GNG8","3.119","9.751","False"
"Ilc2","6h","","GSE45458","MicroArray","GPL13497","CCL1","3.712","9.719","False"
"Huvec","4h","50ng/mL","GSE37624","MicroArray","GPL6102","CXCL10","3.229","9.613","False"
"Huvec","4h","50ng/mL","GSE37624","MicroArray","GPL6102","EBI3","3.208","9.551","False"
"Ilc2S","7d","","GSE72433","MicroArray","GPL14951","BHLHE22","2.898","9.491","False"
"Huvec","4h","50ng/mL","GSE37624","MicroArray","GPL6102","IL18R1","3.166","9.426","False"
"Ilc2","6h","","GSE45458","MicroArray","GPL13497","SLCO2B1","3.595","9.412","False"
"Ilc2S","7d","","GSE72433","MicroArray","GPL14951","CXCL8","2.869","9.393","False"
"Basophils","24h","20ng/mL","GSE64639","MicroArray","GPL10558","AQP9","4.774","9.393","False"
"Huvec","4h","50ng/mL","GSE37624","MicroArray","GPL6102","NFKBIZ","3.153","9.388","False"
"Ilc2S","7d","","GSE72433","MicroArray","GPL14951","IL13","2.813","9.213","False"
"Ilc2","6h","","GSE45458","MicroArray","GPL13497","TNFSF4","3.486","9.126","False"
"Ilc2","6h","","GSE45458","MicroArray","GPL13497","CCR7","3.479","9.109","False"
"Ilc2S","7d","","GSE72433","MicroArray","GPL14951","MT1A","2.779","9.099","False"
"Huvec","4h","50ng/mL","GSE37624","MicroArray","GPL6102","NCOA7","3.048","9.077","False"
"Ilc2","24h","","GSE45458","MicroArray","GPL13497","TPSAB1","2.893","9.045","False"
"Ilc2","6h","","GSE45458","MicroArray","GPL13497","ALDH1A2","3.430","8.981","False"
"Huvec","4h","50ng/mL","GSE37624","MicroArray","GPL6102","RIPK2","2.999","8.931","False"
"Huvec","4h","50ng/mL","GSE37624","MicroArray","GPL6102","F3","2.991","8.906","False"
"Ilc2","6h","","GSE45458","MicroArray","GPL13497","GNG8","3.373","8.831","False"
"Ilc2S","7d","","GSE72433","MicroArray","GPL14951","ITM2C","2.685","8.791","False"
"Huvec","4h","50ng/mL","GSE37624","MicroArray","GPL6102","CFB","2.904","8.648","False"
"Huvec","4h","50ng/mL","GSE37624","MicroArray","GPL6102","CCL8","2.889","8.601","False"
"Ilc2S","7d","","GSE72433","MicroArray","GPL14951","CSF2","2.617","8.568","False"
"Huvec","4h","50ng/mL","GSE37624","MicroArray","GPL6102","S100A3","2.872","8.550","False"
"Huvec","4h","50ng/mL","GSE37624","MicroArray","GPL6102","SOX18","-2.854","-8.497","False"
"Basophils","24h","20ng/mL","GSE64639","MicroArray","GPL10558","NCF1","4.258","8.378","False"
"Ilc2","24h","","GSE45458","MicroArray","GPL13497","EBI3","2.670","8.348","False"
"Huvec","4h","50ng/mL","GSE37624","MicroArray","GPL6102","IRAK2","2.802","8.342","False"
"Huvec","4h","50ng/mL","GSE37624","MicroArray","GPL6102","SDC4","2.798","8.331","False"
"Ilc2","24h","","GSE45458","MicroArray","GPL13497","PTGIR","2.656","8.302","False"
"Huvec","4h","50ng/mL","GSE37624","MicroArray","GPL6102","IL1A","2.787","8.299","False"
"Ilc2S","7d","","GSE72433","MicroArray","GPL14951","GBP2","2.518","8.244","False"
"Ilc2","6h","","GSE45458","MicroArray","GPL13497","ZG16","-3.126","-8.184","False"
"Huvec","4h","50ng/mL","GSE37624","MicroArray","GPL6102","RELB","2.729","8.125","False"
