"Model","Duration","Dose","Dataset","Platform","Detail","Gene","Value","Value.adj","High Quality"
"Intestinal Epithelial","","","GSE120904","RNASeq","","GZMB","3.524","20.674","True"
"Pbmc","24h","","GSE59184","MicroArray","HG-U133_Plus_2","CCL7","8.346","16.364","True"
"Pbmc","6h","","GSE59184","MicroArray","HG-U133_Plus_2","IL6","6.434","15.818","True"
"Pbmc","6h","","GSE59184","MicroArray","HG-U133_Plus_2","CCL20","6.256","15.381","True"
"Nk","6h","45ng/mL","GSE70214","MicroArray","HuGene-2_0-st","BCL2","4.635","14.264","True"
"Sez4","","","GSE8685","MicroArray","HG-U133_Plus_2","EGR1","4.594","13.916","False"
"Nk","6h","45ng/mL","GSE70214","MicroArray","HuGene-2_0-st","CISH","4.438","13.658","True"
"Pbmc","24h","","GSE59184","MicroArray","HG-U133_Plus_2","CXCL5","6.932","13.590","True"
"Intestinal Epithelial","","","GSE120904","RNASeq","","PTGER2","2.224","13.043","True"
"Pbmc","24h","","GSE59184","MicroArray","HG-U133_Plus_2","IL6","6.622","12.983","True"
"Sez4","","","GSE8685","MicroArray","HG-U133_Plus_2","IL10","4.194","12.704","False"
"Intestinal Epithelial","","","GSE120904","RNASeq","","IL2RA","2.131","12.501","True"
"Nk Cells.Il15","","","GSE77808","RNASeq","","CISH","5.591","12.498","False"
"Sez4","","","GSE8685","MicroArray","HG-U133_Plus_2","IL5","4.073","12.337","False"
"Pbmc","6h","","GSE59184","MicroArray","HG-U133_Plus_2","GJB2","5.008","12.313","True"
"Pbmc","6h","","GSE59184","MicroArray","HG-U133_Plus_2","TFPI2","4.751","11.681","True"
"Ccr7-Cd45Ra+ T Cd8","2d","10ng/mL","GSE69072","MicroArray","HuGene-1_0-st-v1","DTL","4.903","11.681","False"
"Pbmc","24h","","GSE59184","MicroArray","HG-U133_Plus_2","CXCL6","5.946","11.659","True"
"Pbmc","6h","","GSE59184","MicroArray","HG-U133_Plus_2","F3","4.694","11.540","True"
"Nk","6h","45ng/mL","GSE70214","MicroArray","HuGene-2_0-st","SOCS1","3.749","11.538","True"
"Nk","6h","45ng/mL","GSE70214","MicroArray","HuGene-2_0-st","PSAT1","3.689","11.351","True"
"Ccr7-Cd45Ra+ T Cd8","2d","10ng/mL","GSE69072","MicroArray","HuGene-1_0-st-v1","FAM111B","4.719","11.242","False"
"Pbmc","6h","","GSE59184","MicroArray","HG-U133_Plus_2","TNIP3","4.496","11.054","True"
"Pbmc","24h","","GSE59184","MicroArray","HG-U133_Plus_2","INHBA","5.636","11.049","True"
"Pbmc","24h","","GSE59184","MicroArray","HG-U133_Plus_2","FN1","-5.577","-10.933","True"
"Intestinal Intraepithelial Cytotoxic T","","","GSE120904","RNASeq","","LTA","4.808","10.875","False"
"Nk","6h","45ng/mL","GSE70214","MicroArray","HuGene-2_0-st","NDFIP2","3.502","10.775","True"
"Ccr7-Cd45Ra+ T Cd8","2d","10ng/mL","GSE69072","MicroArray","HuGene-1_0-st-v1","TYMS","4.500","10.719","False"
"Nk","6h","45ng/mL","GSE70214","MicroArray","HuGene-2_0-st","DUSP6","3.434","10.566","True"
"Nk Cells.Il15","","","GSE77808","RNASeq","","LTA","4.669","10.437","False"
"Pbmc","24h","","GSE59184","MicroArray","HG-U133_Plus_2","TNIP3","5.286","10.363","True"
"Nk","6h","45ng/mL","GSE70214","MicroArray","HuGene-2_0-st","TNF","3.360","10.341","True"
"Pbmc","6h","","GSE59184","MicroArray","HG-U133_Plus_2","SGPP2","4.161","10.230","True"
"Pbmc","6h","","GSE59184","MicroArray","HG-U133_Plus_2","INHBA","4.134","10.164","True"
"Pbmc","6h","","GSE59184","MicroArray","HG-U133_Plus_2","PTGFRN","-4.127","-10.146","True"
"Nk Cells-Peripheral Blood","","","GSE22886","MicroArray","HG-U133A","IFNG","4.164","10.066","False"
"Ccr7-Cd45Ra+ T Cd8","2d","10ng/mL","GSE69072","MicroArray","HuGene-1_0-st-v1","MKI67","4.194","9.991","False"
"Pbmc","6h","","GSE59184","MicroArray","HG-U133_Plus_2","IL12B","4.019","9.882","True"
"Intestinal Intraepithelial Cytotoxic T","","","GSE120904","RNASeq","","LIF","4.364","9.871","False"
